text,id,media,rotulo_gpt,rotulo_maritaca
"Prendam todos esses fascistas, bandidos, terroristas bolsonaristas, enquanto não houver respostas duras para esses atos criminosos, esses golpistas continuarão agindo contra a democracia. #brasilia #Brazil Bolsonarismo é um câncer que precisa ser destruído.",1612205342108131332,0.97807297,SIM,SIM
"Os bozóloides precisam entender que eles são terroristas e assassinos, pois desejam matar pessoas covardemente, o Múcio precisa ver essa reportagem de uma explosão de tanque, o de Brasília seria 2 vezes mais potente https://t.co/PkWkKHtyWo",1610630233236856832,0.98470187,SIM,SIM
"Eles querem intervenção militar mas só se for pra matar preto, LGBTq+ e petistas https://t.co/Sw3jDGtRMt",1587450308007006208,0.98470187,SIM,SIM
"Vândalos. Bandidos. Terroristas. Nada mais a dizer sobre quem está em Brasília no Congresso Nacional. Merecem porrada, bala e cova. Bolsonarismo é uma doença e deve ser tratada com psiquiatra. Bolsonarista bom é bolsonarista morto!",1612170571042770952,0.98536089,SIM,SIM
Todas as rodovias federais no Rio Grande do Norte permanecem sem NENHUM PONTO DE BLOQUEIO por manifestações. Fluxo normal em todo o estado,1612777658294890496,0.0016486825,NÃO,NÃO
@j_juridiques @VouComLeandro @Damadeferroofic https://t.co/PEm5mNEpYy,1614489904192360450,0.00291137743,NÃO,NÃO
"PERU | O aeroporto Inca Manco Cápac, que serve a cidade de Juliaca, no sul do Peru, foi fechado devido aos protestos antigovernamentais que se concentraram em seu perímetro no terceiro dia de manifestações no país após a trégua de Natal, segundo informou a empresa operadora.",1611526373004410880,0.0010038349,NÃO,NÃO
O documento que atualmente é considerado uma petição trata-se de uma das manifestações representativas do povo negro durante o Brasil Colônia,1603404697200906242,3.62492e-05,NÃO,NÃO
Agora seria um excelente momento pra jogar umas bombas em Brasília e acabar com esses terroristas,1612169629262045185,0.9757475,SIM,SIM
@J_LIVRES https://t.co/SOXrWvDXHY,1614829317430693888,0.0029847851,NÃO,NÃO
Sabemos💸💸 https://t.co/oeBORy3wKh,1616039054541299713,0.0029538068999999,NÃO,NÃO
"@juniormelorn_ Esse lixo comunista merece ser extinto.nojento desse quer dizer que se levanta um cartaz pedindo intervenção militar é crime?manda esse nojento ir lá prender.verme comunista do foro de são Paulo.invadir supermercado pode né FDP comunista, MISERÁVEL",1605226953799245827,0.98470187,SIM,SIM
@ps_carvalho @77_frota CALA A BOCA COMUNISTA DE MERDA. QUEM É VC PRA JULGAR QUEM É BOM E RUIM? FASCISTINHA STALINN MANDAVA MATAR PESSOAS POR ATOS ANTIDEMOCRATICOS NA VISÃO DE COMUNAS QUEM DIVERGIR TEM Q SER ELIMINADO https://t.co/lGKnia8ugh,1614958606985891843,0.98470187,SIM,SIM
Imperdible cronica del Especialista @TataCantelmi https://t.co/wcpAZuvXAU,1615376754654478338,0.00298052275,NÃO,
sobre as manifestações: “a insatisfação é o primeiro passo para o progresso de um homem ou uma nação” -Oscar Wilde,1587787790405754880,3.857294e-05,NÃO,SIM
"As marchas de Selma a Montgomery de 1965 foram três manifestações, sendo a primeira conhecida como “Domingo Sangrento” do movimento pelos direitos civis dos negros nos Estados Unidos que conduziram à aprovação da Lei dos Direitos ao Voto de 1965, uma conquista histórica.",1606422141234290691,8.914552e-05,NÃO,SIM
"Quando você se mostra ao mundo e exibe seus talentos, você naturalmente atiça todos os tipos de ressentimento, inveja e outras manifestações de insegurança. Você não pode viver se preocupando com os sentimentos mesquinhos dos outros. Robert Greene #Talented",1603122758526717952,0.0024175695,NÃO,NÃO
"Eu quero que os bolsonaristas que estão trancando e pedindo intervenção militar, morram! Cambada de fdp.",1587806494439141376,0.98470187,SIM,SIM
"@davimendonca_DM @GayerGus Vergonha é o que vc deveria ter na sua cara de falar manifestações pacíficas, um monte de bandido terrorista desocupados invadem e saqueiam e quebram, gás e borracha neles sem dó, pq tudo que eles pediram agora terão!!!",1612744685990051841,0.97752047,NÃO,SIM
"Além de Kayo, Jornandes Brito dos Santos e José Wilson Barboza de Magalhães Junior também atuavam como líderes nos lugares onde ocorriam as manifestações.",1591528765829840896,0.000253762815,NÃO,NÃO
"O atual governo desconsidera a Lei Nr 13260, Art 2º, §2º, que diz: O disposto neste artigo não se aplica à conduta individual ou coletiva de pessoas em manifestações políticas, (...), direcionados por propósitos sociais ou reivindicatórios, visando a contestar, criticar;",1614071153437609984,0.0027597577,NÃO,
"Eu odeio bolsonaristas,eu odeio pobre burro que votou nesse cara e odeio do fundo do coração esses idiotas burros que não estudaram sobre intervenção militar, tomara que vocês queimem na pica do kpta",1587523095514025985,0.98470187,SIM,
"...bradou: Onde estão os machos desse país? Se é preciso guerra, que se tenha guerra..\nDaí terroristas tentam explodir uma bomba num caminhão de gasolina no aeroporto de Brasília é armação Cínicos, mentirosos, covardes, terroristas Não vejo a hora de ver todos na cadeia",1607015898476613633,0.97828457,SIM,
"@Helderberga21 Mentirosos, maçonaria está intervindo contra o povo! Só idiota não vê. Vai ocorrer uma intervenção militar internacional! Todos os militares traidores adoradores de Gadu serão presos por alta traição! Pena de morte para esse parasita junto com seus políticos comunistas maçons!",1612135384011382784,0.98470187,SIM,
todos esses terroristas em Brasília merecem ir pro paredão democrático,1612180423806980096,0.98491327,SIM,
"Por otro lado, el gobernador del distrito de Brasilia, Ibaneis Rocha, aliado de Bolsonaro, pidió disculpas a Lula y calificó a los responsables de verdaderos vándalos y verdaderos terroristas.",1613377842972364800,0.0026025977095,NÃO,
Expressando minha opinião sobre as manifestações que não irá trazer o presidente desejado de volta. Está faltando compreendimento de cada um daqueles que foram para rua. E esse post não esta disponível para qualquer outro tipo de comentários que cause um pequeno debate,1587844060718551040,0.0019512528,NÃO,
eu queria ver todos os terroristas de Brasília e a família Bolsonaro pendurados pelo pescoço em praça pública https://t.co/0LIgRMOZyG,1612264101798879233,0.97539665,SIM,
35 dias e nenhuma evidência de que as manifestações pacíficas estão causando algum efeito no sistema. Qual é o plano B?,1600436541918175232,0.0016572628,NÃO,
podia cair uma bomba nuclear em Brasília agr e levar embora todos esses terroristas,1612183712342450179,0.98924732,SIM,
"No entanto, ele diz estou com vocês e afirma que é do jogo democrático as manifestações em praças e outro locais realizadas por aqueles que estão  tristes com o resultado.",1587937246443106305,0.002338204,NÃO,
📍att.\n- cronograma:\n\n- duo/cake 10'; ✔️\n- artes/ed: artes e suas linguagens&manifestações artísticas/práticas corporais - 50% - (1h);\n- matemática: critérios de divisibilidade: números inteiros - 100% (-----);\n- química: conceitos iniciais e fases de agregação +,1621956541380190213,0.00161284625,NÃO,
@excelenciaSTE https://t.co/Uy3rR9cWNa,1612604638825709568,0.00297114309,NÃO,
"Iza cantando fé,\nIncendiou Copacabana,\nJunto com sua coreografia, \nEla nos leva a tentação, \nDe ver em uma mesma mulher,\nAs grandes manifestações. \n#SHOWDAVIRADA \nMJ.",1609396013013532673,0.00034990525,NÃO,
Em primeiro lugar porque suas manifestações não possuem caráter partidário. Não há defesa ou tentativa de convencimento de que seus leitores adiram a um determinado partido político,1616480418752270339,0.00217052525,NÃO,
Nesse momento os bolsonaristas terroristas já fizeram a merda. Eu deixaria eles destruírem tuuuuudo! Botar fogo em Brasília pra todo mundo ficar chocado e a PM e força de segurança de Brasília se fuderem num grau sem precedentes!,1612175971515510790,0.98470187,SIM,
Taca uma bomba nesses terroristas em brasília e manda logo pro inferno,1612201967975124994,0.988950785,SIM,
Os terroristas que estão em Brasília devem ser MORTOS! Não tem outro jeito. Cadeia é pouco. Não tenho pena de terrorista de extrema direita que claramente não tem apreço pelo Brasil,1612184777552961537,0.977458625,SIM,
Câncer Peixes Escorpião | 🦋 O crescimento é poderoso para você agora. As manifestações estão no auge quando se trata de sua vida + você tem que confiar que tudo está acontecendo na hora certa. Concentre-se em fazer o bem pelas pessoas que amam e cuidam de você,1607930710127702016,0.0011132726,NÃO,
"@luciah1000 Terroristas bolsonaristas tentaram explodir um caminhão de combustível no aeroporto de Brasília. Criminosos, bandidos, golpistas, fascistas… ANISTIA NUNCA MAIS! Vamos varrer vocês de Brasília!",1606862601941667840,0.98470187,SIM,
Não meus amigos se a minha skincare tá sendo devolvida por causa destes CARALHOS destas manifestações de um monte de FASCISTA da puta que pariu eu vou matar todos os bolsominions que eu ver com as minhas próprias mões https://t.co/OyQTkSyE1L,1590095392724914176,0.98922422,SIM,
"Muitas práticas ascéticas, respirações e meditações abstratas do budismo e taoísmo, o hipnotismo da Europa ocidental, e os inúmeros prodígios vistos nas pesquisas psíquicas são apenas as manifestações do poder latente da alma do homem.",1596484914828169216,7.544093e-07,NÃO,
"@zX__Powder__Xz @MetsapeLeyeshua @izack_cec @beca_py @valentexft @Astronomiaum As pessoas têm predisposições diferentes para cada competência. Algumas têm mais facilidade que outras em determinados assuntos ou manifestações corporais. Agora, isso não anula o fato de que uma pessoa assim é especial.",1603196362203471873,0.0018505744,NÃO,
@beacardigan um colega meu falou que apoiava a intervenção militar e preferia ela que o lula na presidencia. tive vontade de morrer e matar ele\n\nobs: ele é negro,1587470723978756096,0.98290273,NÃO,
